business_id,num_reviews,num_relationship_words,aunt,aunts,bae,bf,bff,boo,boss,boyfriend,brother,brothers,buddies,buddy,child,children,classmate,classmates,client,clients,colleague,colleagues,cousin,cousins,coworker,coworkers,dad,date,daughter,daughters,father,fiance,fiancee,flatmate,flatmates,friend,friends,gf,girlfriend,grandchild,grandchildren,grandfather,grandma,grandmother,grandpa,grandparents,housemate,housemates,husband,kid,kids,mom,mother,neighbor,neighbors,nephew,nephews,niece,nieces,pal,pals,parent,parents,partner,professor,professors,relationship,roommate,roommates,siblings,sister,sisters,son,sons,spouse,sweetheart,teacher,teachers,uncle,uncles,wife
TA1KUSCu8GkWP9w0rmElxw,1641,340,1,0,0,8,1,1,1,25,7,0,1,4,0,3,0,0,0,1,0,0,3,0,1,3,4,5,9,3,2,0,0,0,0,62,47,1,14,0,1,0,1,1,0,0,0,0,42,0,6,8,3,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,9,0,13,0,0,0,0,0,0,0,45
gGvNgShksetPoimyKV8I9Q,489,104,0,0,0,3,0,0,0,6,2,0,1,0,0,0,0,0,0,0,0,2,1,0,1,4,1,0,2,0,0,1,0,0,0,33,23,2,3,0,0,0,0,0,0,0,0,0,5,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,3,0,0,0,0,0,0,0,6
ZW7aI5FO_3q_vSzI4_zx-Q,70,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
dWBKYjQ3q2v2dOjsfLLxDg,944,252,1,0,0,3,0,0,0,13,2,0,1,0,0,0,0,0,0,0,0,0,11,1,2,4,1,6,3,0,1,1,0,0,0,83,69,1,4,0,0,0,0,0,0,0,0,0,15,0,3,5,3,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,1,2,0,1,0,0,0,0,0,4
p2BkIrOuIsxGqtV0lwOZUw,283,45,0,0,0,0,0,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,7,2,0,2,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4
AvXqLbcGCxdIEF_qZTY0Kw,767,153,4,0,0,3,0,0,1,8,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,11,0,3,2,0,0,0,22,19,0,2,0,0,0,7,4,0,0,0,0,24,0,2,8,3,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,6,0,4,0,1,0,0,0,0,0,9
JO4tK5oH6ncQ5m_MqkwxVQ,257,49,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,1,0,0,0,9,3,0,0,0,0,0,0,0,0,0,0,0,13,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,5
SNn6O_vN8EtR-UFYtzYZ-Q,209,34,0,0,0,0,0,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,7,5,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2
Y6xGZZIQEtwjCkVHL-_GRg,187,29,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,7,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2
VWuI68p6Ao_ENKaCGRazLA,586,92,0,0,0,4,0,0,0,3,2,0,0,0,1,0,0,0,0,0,0,1,1,0,0,2,1,3,0,0,0,1,1,0,0,30,17,1,3,0,0,0,0,0,0,0,0,0,10,0,3,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2
