business_id,num_reviews,num_relationship_words,aunt,bff,boo,boss,boyfriend,brother,child,classmate,client,cousin,coworker,date,daughter,father,fiancee,friend,girlfriend,grandchild,grandfather,grandmother,grandparents,housemate,husband,mother,neighbor,nephew,niece,parent,partner,professor,relationship,siblings,sister,son,spouse,teacher,uncle,wife,family,romantic,friendship,professional,name,categories,stars,review_count,address,city,state,longitude,latitude,metroarea,is_active,is_arts,is_auto,is_beautysvc,is_bicycles,is_education,is_eventservices,is_financialservices,is_food,is_health,is_homeservices,is_hotelstravel,is_localflavor,is_localservices,is_massmedia,is_nightlife,is_pets,is_professional,is_publicservicesgovt,is_religiousorgs,is_restaurants,is_shopping
8zehGz9jnxPqXtOc7KaJxA,931,200.85929108485502,2.1482277121374866,0.0,0.0,1.0741138560687433,17.185821697099893,1.0741138560687433,0.0,0.0,0.0,1.0741138560687433,2.1482277121374866,2.1482277121374866,15.037593984962406,2.1482277121374866,1.0741138560687433,31.149301825993554,7.518796992481203,0.0,0.0,0.0,0.0,0.0,50.483351235230934,4.296455424274973,1.0741138560687433,1.0741138560687433,1.0741138560687433,2.1482277121374866,5.370569280343717,0.0,0.0,0.0,2.1482277121374866,9.66702470461869,0.0,0.0,0.0,39.7422126745435,132.11600429645543,33.29752953813104,32.2234156820623,3.22234156820623,Brasserie Ten Ten,"Restaurants, French",4,977,1011 Walnut St,Boulder,CO,-105.2820678,40.0166983,Boulder,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
i9BDFBYcl_PGqrLbQUdMvg,207,106.28019323671498,0.0,0.0,0.0,0.0,14.492753623188406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.830917874396135,0.0,4.830917874396135,62.80193236714976,0.0,0.0,0.0,0.0,0.0,0.0,9.66183574879227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.830917874396135,0.0,0.0,0.0,0.0,4.830917874396135,24.154589371980677,19.32367149758454,62.80193236714976,0.0,Half Fast Subs,"Sandwiches, Restaurants",4,249,1215 13th St,Boulder,CO,-105.2764743,40.00899571,Boulder,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
GZgOQOlFVLgNMHBBjspHRw,43,23.25581395348837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.25581395348837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.25581395348837,0.0,SiP,"Nightlife, Food, Wine Bars, Tapas/Small Plates, Beer Bar, Restaurants, Coffee & Tea, Cafes, Bars",4,40,"2810 E College Ave, Ste 3",Boulder,CO,-105.257972,40.0068938,Boulder,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False
5P3b82EqZqR7lCqAYj-zaQ,254,137.7952755905512,0.0,0.0,0.0,0.0,11.811023622047244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.559055118110237,15.748031496062993,0.0,0.0,0.0,3.937007874015748,0.0,31.496062992125985,15.748031496062993,0.0,0.0,0.0,3.937007874015748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.559055118110237,82.67716535433071,27.559055118110237,27.559055118110237,0.0,The Parkway Cafe,"American (New), Mexican, Restaurants, Cafes, American (Traditional), Diners, Breakfast & Brunch",4,277,"4700 Pearl St, Ste 4",Boulder,CO,-105.2433078,40.02489881,Boulder,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
KRNrssbpE1AKo-48BIpdLw,168,160.71428571428572,0.0,0.0,0.0,0.0,17.857142857142858,0.0,11.904761904761903,0.0,0.0,0.0,5.952380952380952,5.952380952380952,23.809523809523807,0.0,0.0,23.809523809523807,0.0,0.0,0.0,0.0,0.0,0.0,29.76190476190476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.809523809523807,0.0,0.0,0.0,17.857142857142858,107.14285714285714,23.809523809523807,23.809523809523807,5.952380952380952,Bao Asian Fusion & Sushi Bar,"Sushi Bars, Asian Fusion, Restaurants, Japanese",4,176,594 S McCaslin Blvd,Louisville,CO,-105.1636797,39.9617031,Boulder,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
8IhF8Vvnr3Nz-b3GR11M6A,170,282.3529411764706,0.0,0.0,0.0,0.0,17.647058823529413,11.76470588235294,5.88235294117647,0.0,0.0,0.0,5.88235294117647,5.88235294117647,11.76470588235294,5.88235294117647,5.88235294117647,29.41176470588235,5.88235294117647,0.0,0.0,5.88235294117647,0.0,5.88235294117647,47.05882352941176,23.52941176470588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.88235294117647,29.41176470588235,0.0,0.0,0.0,58.8235294117647,205.88235294117646,35.294117647058826,35.294117647058826,5.88235294117647,Boulder Cork,"Restaurants, American (New), Steakhouses, Seafood, American (Traditional)",4,193,3295 30th St,Boulder,CO,-105.2541619,40.034586,Boulder,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
fDdEF4gGLzvnlngrPQD2ug,48,145.83333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.833333333333332,20.833333333333332,0.0,41.666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,41.666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.833333333333332,104.16666666666667,0.0,41.666666666666664,0.0,Thai Monkey Club,"Food, Event Planning & Services, Restaurants, Thai, Food Delivery Services",4,46,"1156 W Dillon Rd, Ste 4",Louisville,CO,-105.1667339,39.9611427,Boulder,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
Of6xu3pY3eHe2yhiyz2dvg,39,51.28205128205128,0.0,0.0,0.0,0.0,0.0,25.64102564102564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.64102564102564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.64102564102564,0.0,25.64102564102564,0.0,Taco Bell,"Restaurants, Tex-Mex, Tacos, Fast Food, Breakfast & Brunch, Mexican",2,44,3255 28th Street,Boulder,CO,-105.2591028,40.03367768,Boulder,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
5q2vJyH9VzckXIqwgAF4_w,37,162.16216216216216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.027027027027028,0.0,0.0,27.027027027027028,0.0,0.0,54.054054054054056,0.0,0.0,0.0,0.0,0.0,0.0,27.027027027027028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.027027027027028,0.0,0.0,0.0,0.0,0.0,108.10810810810811,0.0,54.054054054054056,0.0,Alpine Hospital for Animals,"Pet Services, Acupuncture, Pets, Health & Medical, Veterinarians",4,41,3210 Valmont Rd,Boulder,CO,-105.250452,40.028875,Boulder,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
or-Kyw7kmNin1pWbu2RLJw,527,208.72865275142317,0.0,0.0,0.0,0.0,32.25806451612903,0.0,5.692599620493358,0.0,0.0,1.8975332068311195,1.8975332068311195,0.0,18.975332068311193,3.795066413662239,0.0,53.13092979127135,9.487666034155597,0.0,0.0,1.8975332068311195,1.8975332068311195,0.0,43.64326375711575,1.8975332068311195,0.0,0.0,1.8975332068311195,0.0,1.8975332068311195,0.0,0.0,0.0,1.8975332068311195,9.487666034155597,1.8975332068311195,0.0,0.0,15.180265654648956,110.05692599620494,43.64326375711575,53.13092979127135,1.8975332068311195,Lucile's Creole Cafe,"Cajun/Creole, Restaurants, Breakfast & Brunch, Sandwiches, American (Traditional), Southern",4,628,2124 14th St,Boulder,CO,-105.2776553,40.0200923,Boulder,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
