business_id,num_reviews,num_relationship_words,aunt,bff,boo,boss,boyfriend,brother,child,classmate,client,cousin,coworker,date,daughter,father,fiancee,friend,girlfriend,grandchild,grandfather,grandmother,grandparents,housemate,husband,mother,neighbor,nephew,niece,parent,partner,professor,relationship,siblings,sister,son,spouse,teacher,uncle,wife,family,romantic,friendship,professional,name,categories,stars,review_count,address,city,state,longitude,latitude,metroarea,is_active,is_arts,is_auto,is_beautysvc,is_bicycles,is_education,is_eventservices,is_financialservices,is_food,is_health,is_homeservices,is_hotelstravel,is_localflavor,is_localservices,is_massmedia,is_nightlife,is_pets,is_professional,is_publicservicesgovt,is_religiousorgs,is_restaurants,is_shopping
aKLaNeoteS7aofO9id53Wg,96,135.41666666666666,0.0,0.0,0.0,0.0,10.416666666666666,0.0,0.0,0.0,0.0,0.0,10.416666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.416666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.083333333333336,0.0,0.0,0.0,52.083333333333336,114.58333333333333,10.416666666666666,0.0,10.416666666666666,Roosters,"Chicken Wings, Food, Restaurants",4,102,1500 Stonecreek Dr,Pickerington,OH,-82.78289009,39.91512248,Columbus,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
Pisoftb2bzA6OkqwppOTTA,33,363.6363636363636,0.0,0.0,0.0,0.0,0.0,30.303030303030305,30.303030303030305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.303030303030305,60.60606060606061,30.303030303030305,0.0,0.0,0.0,0.0,0.0,90.9090909090909,30.303030303030305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.303030303030305,0.0,0.0,0.0,30.303030303030305,242.42424242424244,60.60606060606061,60.60606060606061,0.0,Max & Erma's,"Restaurants, American (New), American (Traditional)",2,33,178 Easton Town Center,Columbus,OH,-82.91534185,40.04986342,Columbus,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
qh9GPo8OJa4kxJyZEQkWIQ,918,254.9019607843137,0.0,0.0,0.0,0.0,28.322440087145967,2.1786492374727673,1.0893246187363836,0.0,1.0893246187363836,2.1786492374727673,8.71459694989107,3.2679738562091503,5.446623093681917,3.2679738562091503,3.2679738562091503,58.8235294117647,7.625272331154684,0.0,0.0,1.0893246187363836,0.0,0.0,54.46623093681917,9.803921568627452,1.0893246187363836,0.0,0.0,3.2679738562091503,5.446623093681917,0.0,0.0,0.0,4.357298474945535,2.1786492374727673,0.0,0.0,0.0,47.93028322440087,137.25490196078434,47.93028322440087,59.91285403050109,9.803921568627452,Wolf's Ridge Brewing,"American (New), Sandwiches, Event Planning & Services, Restaurants, Breweries, Food, Venues & Event Spaces, Tapas/Small Plates",4,937,215 N 4th St,Columbus,OH,-82.9976527,39.96727,Columbus,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
rZOy9CG5oMQfadSuj_zwAw,57,263.1578947368421,0.0,0.0,0.0,0.0,17.543859649122805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.08771929824561,0.0,0.0,70.17543859649122,17.543859649122805,0.0,0.0,0.0,0.0,0.0,52.63157894736842,17.543859649122805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.63157894736842,157.89473684210526,35.08771929824561,70.17543859649122,0.0,Sunny Street Cafe,"Coffee & Tea, American (Traditional), Food, American (New), Restaurants, Cafes, Breakfast & Brunch",4,60,4733 Reed Rd,Columbus,OH,-83.0669611,40.0541477,Columbus,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
OFwU816bVkCB7jMXbn1T_w,349,189.1117478510029,0.0,0.0,0.0,0.0,22.922636103151863,2.865329512893983,2.865329512893983,0.0,0.0,0.0,5.730659025787966,8.595988538681949,2.865329512893983,0.0,0.0,57.30659025787966,17.191977077363898,0.0,0.0,0.0,0.0,0.0,31.51862464183381,5.730659025787966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.865329512893983,2.865329512893983,0.0,0.0,25.787965616045845,77.36389684813753,48.710601719197705,57.30659025787966,5.730659025787966,CBC Restaurant,"Beer, Wine & Spirits, Breweries, Gastropubs, American (New), American (Traditional), Pubs, Food, Restaurants, Nightlife, Bars",4,343,525 Short St,Columbus,OH,-83.003797,39.950839,Columbus,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False
sR8Q3kXeNb4so1yc3EBllg,151,258.27814569536423,0.0,0.0,0.0,0.0,19.867549668874172,13.245033112582782,13.245033112582782,0.0,0.0,6.622516556291391,0.0,0.0,6.622516556291391,6.622516556291391,0.0,19.867549668874172,0.0,0.0,0.0,13.245033112582782,0.0,0.0,33.11258278145696,33.11258278145696,0.0,0.0,0.0,0.0,6.622516556291391,0.0,0.0,0.0,6.622516556291391,6.622516556291391,0.0,0.0,0.0,72.8476821192053,211.9205298013245,26.490066225165563,19.867549668874172,0.0,Giuseppe's Ritrovo,"Italian, Restaurants",4,158,2268 E Main St,Columbus,OH,-82.93831036,39.95735907,Columbus,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
bsWl4HuCUj23b7YHcxok1A,54,37.03703703703704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.51851851851852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.51851851851852,18.51851851851852,18.51851851851852,0.0,0.0,Cup o' Joe,"Desserts, Coffee & Tea, Food",4,57,1791 Olentangy River Rd,Columbus,OH,-83.0269342,39.9961332,Columbus,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
9becSOs6Am7fpcc9saQqEQ,352,252.84090909090912,0.0,0.0,0.0,0.0,22.727272727272727,2.840909090909091,11.363636363636363,0.0,0.0,0.0,0.0,2.840909090909091,11.363636363636363,8.522727272727272,0.0,71.02272727272728,8.522727272727272,0.0,0.0,0.0,0.0,0.0,36.93181818181819,17.045454545454543,0.0,0.0,0.0,5.681818181818182,2.840909090909091,0.0,0.0,0.0,5.681818181818182,8.522727272727272,0.0,0.0,0.0,36.93181818181819,144.88636363636365,36.93181818181819,71.02272727272728,0.0,Matt the Miller's Tavern,"American (New), Gastropubs, Restaurants, Food, Beer, Wine & Spirits",4,335,1400 Grandview Ave,Columbus,OH,-83.044426,39.986214,Columbus,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
lxLWwLY-9NqhiQdy0TuITA,75,213.33333333333334,0.0,13.333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.333333333333334,0.0,0.0,80.0,26.666666666666668,0.0,0.0,0.0,0.0,0.0,66.66666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.333333333333334,93.33333333333334,26.666666666666668,93.33333333333334,0.0,Tequila Cowboy,"Party & Event Planning, Bars, Nightlife, Arts & Entertainment, Music Venues, Event Planning & Services, Country Dance Halls, Dance Clubs",2,74,1069 Polaris Pkwy,Columbus,OH,-82.99325858,40.14483298,Columbus,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
XAQQPNKzyQP4ZcGBBmZpew,36,166.66666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.777777777777775,55.55555555555555,0.0,0.0,0.0,0.0,0.0,0.0,27.777777777777775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.777777777777775,0.0,0.0,0.0,0.0,27.777777777777775,83.33333333333333,27.777777777777775,55.55555555555555,0.0,Tupelo Doughnuts,"Food, Donuts, Food Trucks",4,49,2680 Billingsley Rd,Columbus,OH,-83.087209,40.112795,Columbus,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
